_id,flavors,rating,totalTimeInSeconds,ingredients,sourceDisplayName,recipeName,attributes,id
ObjectId(58e5ee22a4e2980ece68ba89),"{""piquant"":0.8333333333333334,""sour"":0.3333333333333333,""salty"":0.5,""sweet"":0.16666666666666666,""bitter"":0.5,""meaty"":0.3333333333333333}",4,900,"[""eggs"",""crayfish"",""cherry tomatoes"",""basil leaves"",""spring onions"",""grating cheese"",""coconut oil"",""salt"",""pepper"",""red chili peppers""]",Narin's World of Taste,Scrambled Eggs with Crayfish and Basil,"{""course"":[""Breakfast and Brunch"",""Lunch""]}",Scrambled-Eggs-with-Crayfish-and-Basil-2047537
ObjectId(58e5ee22a4e2980ece68bcb3),"{""piquant"":0.0,""sour"":0.6666666666666666,""salty"":0.6666666666666666,""sweet"":0.3333333333333333,""bitter"":0.6666666666666666,""meaty"":0.16666666666666666}",4,900,"[""large eggs"",""tomatoes"",""sugar"",""salt"",""soy sauce""]",AllRecipes,Scrambled Eggs and Tomatoes,"{""course"":[""Breakfast and Brunch""]}",Scrambled-Eggs-And-Tomatoes-Allrecipes
ObjectId(58e5ee22a4e2980ece68c158),"{""piquant"":0.5,""sour"":0.3333333333333333,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.8333333333333334}",4,900,"[""eggs"",""chorizo"",""olive oil"",""parsley"",""salt""]",Food From Portugal,Scrambled Eggs With Chorizo,"{""course"":[""Breakfast and Brunch""]}",Scrambled-Eggs-With-Chorizo-2019436
ObjectId(58e5ee22a4e2980ece68c90a),,3,1500,"[""large eggs"",""kosher salt"",""ground black pepper"",""olive oil"",""baby spinach"",""grated parmesan cheese"",""crushed red pepper flakes""]",Epicurious,Scrambled Eggs with Spinach & Parmesan,"{""course"":[""Breakfast and Brunch""]}",Scrambled-Eggs-with-Spinach-_-Parmesan-1031192
ObjectId(58e5ee22a4e2980ece68d737),"{""piquant"":0.0,""sour"":0.16666666666666666,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.8333333333333334}",4,1200,"[""bread"",""eggs"",""bacon"",""avocado"",""shredded cheese""]",Scattered Thoughts of a Crafty Mom,Scrambled Egg Mini Pizzas,"{""course"":[""Breakfast and Brunch"",""Lunch""],""cuisine"":[""Kid-Friendly""]}",Scrambled-Egg-Mini-Pizzas-1365462
ObjectId(58e5ee22a4e2980ece68df5d),"{""piquant"":0.0,""sour"":0.5,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.6666666666666666,""meaty"":0.3333333333333333}",3,1500,"[""fresh chives"",""crème fraîche"",""large eggs"",""unsalted butter"",""ground black pepper"",""kosher salt"",""sourdough"",""avocado"",""fresh lemon juice"",""smoked salmon""]",Bon Appétit,"Scrambled Eggs, Avocado, and Smoked Salmon on Toast","{""course"":[""Breakfast and Brunch"",""Lunch""]}",Scrambled-Eggs_-Avocado_-and-Smoked-Salmon-on-Toast-562650
ObjectId(58e5ee23a4e2980ece691d02),,3,480,"[""large eggs"",""pesto"",""plums"",""feta cheese"",""microgreens"",""avocado"",""freshly ground black pepper""]",EA Stewart,Scrambled Eggs in a Jar,"{""course"":[""Breakfast and Brunch"",""Lunch""]}",Scrambled-Eggs-in-a-Jar-1992262
ObjectId(58e5ee23a4e2980ece692311),"{""piquant"":0.0,""sour"":0.3333333333333333,""salty"":0.3333333333333333,""sweet"":0.16666666666666666,""bitter"":0.16666666666666666,""meaty"":0.6666666666666666}",4,1080,"[""eggs"",""plum tomatoes"",""yellow onion"",""baby spinach"",""salt"",""ground black pepper"",""cooking oil"",""butter""]",Panlasang Pinoy,"Scrambled Eggs with Tomato, Onion, and Spinach","{""course"":[""Breakfast and Brunch""]}",Scrambled-Eggs-with-Tomato_-Onion_-and-Spinach-1689389
ObjectId(58e5ee23a4e2980ece6929ce),,3,480,"[""large eggs"",""pesto"",""plums"",""feta cheese"",""microgreens"",""avocado"",""freshly ground black pepper""]",EA Stewart,Scrambled Eggs in a Jar,"{""course"":[""Breakfast and Brunch"",""Lunch""]}",Scrambled-Eggs-in-a-Jar-1992262
ObjectId(58e5ee23a4e2980ece692d21),"{""piquant"":0.0,""sour"":0.16666666666666666,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.5}",4,1200,"[""french bread"",""olive oil"",""salt"",""pepper"",""asparagus"",""prosciutto"",""eggs""]",Framed Cooks,Scrambled Egg Bruschetta,"{""course"":[""Breakfast and Brunch"",""Appetizers"",""Lunch"",""Snacks""],""cuisine"":[""Italian""]}",Scrambled-Egg-Bruschetta-490126
